TIMESTAMP,ACCZ,ACCZ_filtered
2025-01-08 10:09:43.570512896,0.1801914,0.11994353482599591
2025-01-08 10:09:43.618791936,0.16275609,0.11844858456724708
2025-01-08 10:09:43.667337984,0.14338905,0.11693781282897384
2025-01-08 10:09:43.667462144,0.12921472,0.11541196195364628
2025-01-08 10:09:43.667469056,0.1124877,0.11387177977501885
2025-01-08 10:09:43.667475968,0.10278952,0.11231801916665386
2025-01-08 10:09:43.667481856,0.10450985,0.11075143758810357
2025-01-08 10:09:43.667488000,0.0924253,0.10917279662905587
2025-01-08 10:09:43.667493120,0.07062429,0.10758286155175048
2025-01-08 10:09:43.667499008,0.04849662,0.10598240083197329
2025-01-08 10:09:43.667504128,0.03078766,0.1043721856989361
2025-01-08 10:09:43.722899968,0.03243632,0.10275298967435118
2025-01-08 10:09:43.722920960,0.02594543,0.10112558811100833
2025-01-08 10:09:43.722928128,0.00876374,0.09949075773116398
2025-01-08 10:09:43.722932992,-0.00331563,0.09784927616504915
2025-01-08 10:09:43.722938112,-0.00792713,0.09620192148980589
2025-01-08 10:09:43.722942208,0.01322442,0.09454947176915726
2025-01-08 10:09:43.739077120,0.04596978,0.09289270459411877
2025-01-08 10:09:43.742846976,0.05953294,0.09123239662505488
2025-01-08 10:09:43.752754944,0.08776575,0.08956932313538485
2025-01-08 10:09:43.762450944,0.12516725,0.08790425755723981
2025-01-08 10:09:43.774537984,0.15396088,0.08623797102937113
2025-01-08 10:09:43.818462976,0.14708614,0.08457123194760857
2025-01-08 10:09:43.818480896,0.12582058,0.0829048055181637
2025-01-08 10:09:43.818487808,0.10849386,0.08123945331407272
2025-01-08 10:09:43.818494208,0.09107124,0.07957593283506906
2025-01-08 10:09:43.823388160,0.06691236,0.07791499707117429
2025-01-08 10:09:43.838733056,0.05855309,0.07625739407029179
2025-01-08 10:09:43.846565120,0.04938513,0.07460386651008563
2025-01-08 10:09:43.852668928,0.0521859,0.0729551512744224
2025-01-08 10:09:43.864068096,0.06159098,0.07131197903465093
2025-01-08 10:09:43.874181888,0.05914254,0.06967507383599092
2025-01-08 10:09:43.949992960,0.05414801,0.06804515268929676
2025-01-08 10:09:43.950011904,0.07130802,0.06642292516845989
2025-01-08 10:09:43.950018816,0.09547561,0.06480909301370748
2025-01-08 10:09:43.950024960,0.14179069,0.06320434974105109
2025-01-08 10:09:43.950031104,0.14402711,0.0616093802581344
2025-01-08 10:09:43.950036992,0.14942783,0.06002486048672413
2025-01-08 10:09:43.950042112,0.15272415,0.05845145699208272
2025-01-08 10:09:43.955792896,0.14386076,0.05688982661945693
2025-01-08 10:09:43.967700992,0.13046783,0.05534061613791004
2025-01-08 10:09:43.974796032,0.11687522,0.05380446189172105
2025-01-08 10:09:43.983634944,0.1350679,0.05228198945956728
2025-01-08 10:09:43.992880128,0.15916407,0.05077381332170192
2025-01-08 10:09:44.003063040,0.14931208,0.049280536535331515
2025-01-08 10:09:44.012684032,0.13929933,0.04780275041839216
2025-01-08 10:09:44.022754816,0.12425905,0.04634103424191771
2025-01-08 10:09:44.032762112,0.08881415,0.04489595493118561
2025-01-08 10:09:44.042764800,0.07510763,0.04346806677582064
2025-01-08 10:09:44.052852992,0.09954184,0.042057911149029535
2025-01-08 10:09:44.062781184,0.12642372,0.04066601623613276
2025-01-08 10:09:44.072776960,0.08311242,0.03929289677255318
2025-01-08 10:09:44.082968064,0.0636301,0.03793905379141401
2025-01-08 10:09:44.092828160,0.06368107,0.03660497438089139
2025-01-08 10:09:44.102834944,0.05021315,0.035291131451460345
2025-01-08 10:09:44.124794112,0.04647381,0.03399798351316441
2025-01-08 10:09:44.124809984,0.05235494,0.03272597446303368
2025-01-08 10:09:44.132834048,0.01948851,0.031475533382766395
2025-01-08 10:09:44.142678016,0.0226565,0.03024707434678409
2025-01-08 10:09:44.152730112,0.01035345,0.029040996240760533
2025-01-08 10:09:44.162755840,-0.00117584,0.02785768259071897
2025-01-08 10:09:44.172733952,-0.00375734,0.026697501402783257
2025-01-08 10:09:44.182793984,0.02126817,0.025560805013661175
2025-01-08 10:09:44.192760832,-0.00071634,0.024447929951930764
2025-01-08 10:09:44.202904832,-0.18927538,0.023359196810192315
2025-01-08 10:09:44.212945920,-0.07015926,0.022294910128140867
2025-01-08 10:09:44.222859008,0.09513254,0.021255358286606716
2025-01-08 10:09:44.232974080,-0.61049354,0.020240813412602743
2025-01-08 10:09:44.243072000,-1.21739495,0.01925153129541024
2025-01-08 10:09:44.252921088,-0.79153895,0.01828775131372687
2025-01-08 10:09:44.263118080,-0.78963834,0.017349696373892023
2025-01-08 10:09:44.273142016,-0.72035444,0.016437572859197617
2025-01-08 10:09:44.283123968,-0.03058213,0.01555157059028433
2025-01-08 10:09:44.293020928,0.59994942,0.014691862796614929
2025-01-08 10:09:44.303177984,0.73282641,0.013858606099009308
2025-01-08 10:09:44.313081856,0.74440235,0.013051940503217386
2025-01-08 10:09:44.323139840,0.68801194,0.012271989404498763
2025-01-08 10:09:44.333161984,0.49473202,0.011518859603169703
2025-01-08 10:09:44.343136000,0.1291576,0.010792641331071254
2025-01-08 10:09:44.370232064,-0.17701852,0.01009340828890324
2025-01-08 10:09:44.370265088,-0.25482744,0.00942121769436324
2025-01-08 10:09:44.373233152,-0.25703448,0.008776110341020056
2025-01-08 10:09:44.383219968,-0.17342985,0.008158110667845357
2025-01-08 10:09:44.393120000,-0.03256309,0.007567226839319049
2025-01-08 10:09:44.403321856,-0.00081444,0.00700345083601652
2025-01-08 10:09:44.413299200,0.06817657,0.006466758555579236
